Company Name,Job Title,Salaries Reported,Location,Salary
Diageo,Data Analyst,3,Bangalore,783081.0
Happay,Data Analyst,3,Bangalore,443306.0
PharmEasy,Data Analyst,3,Bangalore,859906.0
BizViz Technologies,Data Analyst,3,Bangalore,542067.0
Fidelity Investments,Data Analyst,3,Bangalore,898810.0
Unilever,Data Analyst,3,Bangalore,831051.0
Anonymous Content,Data Analyst,3,Bangalore,521474.0
Mobile Premier League,Data Analyst,3,Bangalore,1221714.0
Noesys Software,Data Analyst,3,Bangalore,435196.0
Symphony RetailAI,Data Analyst,3,Bangalore,698674.0
Clarivate,Data Analyst,3,Bangalore,732516.0
Reliance Industries,Data Analyst,3,Bangalore,583954.0
NTT DATA,Data Analyst,3,Bangalore,310791.0
Unilever,Data Analyst,3,Bangalore,705134.0
Walmart,Data Analyst,3,Bangalore,970000.0
Other,Data Analyst,3,Bangalore,372950.0
Draup,Data Analyst,3,Bangalore,604401.0
Target,Data Analyst,3,Bangalore,310855.0
Ipsos,Data Analyst,2,Bangalore,629138.0
Smart Desert,Data Analyst,2,Bangalore,566691.0
J.P. Morgan,Data Analyst,2,Bangalore,1056787.0
Ola,Data Analyst,2,Bangalore,789272.0
Shubh Loans,Data Analyst,2,Bangalore,419297.0
HSBC,Data Analyst,2,Bangalore,1515636.0
Supermarket Grocery Supplies,Data Analyst,2,Bangalore,717222.0
Manthan,Data Analyst,2,Bangalore,1065391.0
Yukthi Datasoft,Data Analyst,2,Bangalore,214548.0
MH Alshaya,Data Analyst,2,Bangalore,755874.0
Predictive Research,Data Analyst,2,Bangalore,210216.0
TechnipFMC,Data Analyst,2,Bangalore,938892.0
Tarah Technologies,Data Analyst,2,Bangalore,204144.0
CapFront Technologies,Data Analyst,2,Bangalore,373694.0
American Express,Data Analyst,2,Bangalore,725772.0
Betterplace Safety Solutions,Data Analyst,2,Bangalore,184092.0
Razorpay,Data Analyst,2,Bangalore,463374.0
Datamatics Global Services,Data Analyst,2,Bangalore,1472465.0
WMall,Data Analyst,2,Bangalore,462580.0
Sphera Solutions,Data Analyst,2,Bangalore,349318.0
Enquero,Data Analyst,2,Bangalore,1049677.0
American Express Global Business Travel,Data Analyst,2,Bangalore,757692.0
Tata Consultancy Services,Data Analyst,35,Pune,523086.0
Infosys,Data Analyst,28,Pune,538184.0
Cognizant Technology Solutions,Data Analyst,26,Pune,537527.0
eClerx,Data Analyst,22,Pune,263857.0
Verificient Technologies,Data Analyst,20,Pune,184929.0
Capgemini,Data Analyst,17,Pune,429137.0
Fresher,Data Analyst,14,Pune,334986.0
Verificient Technologies,Data Analyst,12,Pune,155256.0
Accenture,Data Analyst,11,Pune,581174.0
Zensar Technologies,Data Analyst,11,Pune,371397.0
ZS Associates,Data Analyst,10,Pune,712615.0
Tech Mahindra,Data Analyst,10,Pune,426237.0
Barclays,Data Analyst,10,Pune,861638.0
Red Hat,Data Analyst,7,Pune,923233.0
Citi,Data Analyst,6,Pune,1109047.0
Professional,Data Analyst,6,Pune,398448.0
Resilinc,Data Analyst,6,Pune,398280.0
Nones,Data Analyst,5,Pune,359583.0
Eaton,Data Analyst,5,Pune,509047.0
Saama Technologies,Data Analyst,5,Pune,536700.0
BizKonnect Solutions,Data Analyst,5,Pune,308214.0
FirstCry com,Data Analyst,5,Pune,487335.0
Qualsquad,Data Analyst,5,Pune,192631.0
TresVista,Data Analyst,5,Pune,474309.0
Vodafone,Data Analyst,4,Pune,522447.0
Amazon,Data Analyst,4,Pune,345526.0
LTI,Data Analyst,4,Pune,661761.0
Evolent Health,Data Analyst,4,Pune,1005277.0
Fiserv,Data Analyst,4,Pune,1028877.0
Amdocs,Data Analyst,4,Pune,1102095.0
UBS,Data Analyst,4,Pune,937282.0
Dataction Analytics,Data Analyst,4,Pune,279712.0
HARMAN,Data Analyst,4,Pune,640451.0
Cybage Software,Data Analyst,4,Pune,921294.0
Machintel,Data Analyst,4,Pune,212832.0
iResearch Services,Data Analyst,4,Pune,423084.0
First Student,Data Analyst,4,Pune,381703.0
Bitwise,Data Analyst,3,Pune,763571.0
SG Analytics,Data Analyst,3,Pune,837449.0
Searce,Data Analyst,3,Pune,225861.0
Yardi Systems,Data Analyst,3,Pune,397776.0
Schlumberger,Data Analyst,3,Pune,1656855.0
Selling Simplified,Data Analyst,3,Pune,535296.0
MAERSK,Data Analyst,3,Pune,829909.0
Kantar,Data Analyst,3,Pune,372950.0
Ecolab,Data Analyst,3,Pune,610857.0
QuinStreet,Data Analyst,3,Pune,602930.0
TSL Marketing,Data Analyst,3,Pune,188688.0
Wipro,Data Analyst,3,Pune,360000.0
Sokrati,Data Analyst,3,Pune,451723.0
IDeaS - A SAS Company,Data Analyst,3,Pune,466577.0
Credit Suisse,Data Analyst,3,Pune,1019603.0
Tata Communications,Data Analyst,3,Pune,203280.0
Comscore,Data Analyst,3,Pune,1031658.0
IBM,Data Analyst,3,Pune,466187.0
Mphasis,Data Analyst,3,Pune,422946.0
SSP Technology,Data Analyst,3,Pune,671940.0
159 Solutions,Data Analyst,3,Pune,828777.0
Honeywell,Data Analyst,3,Pune,362590.0
First Student,Data Analyst,3,Pune,403590.0
vPhrase,Data Analyst,3,Pune,377367.0
Atidiv,Data Analyst,2,Pune,434448.0
Ubique Systems,Data Analyst,2,Pune,833472.0
Exusia,Data Analyst,2,Pune,399044.0
Tech Data,Data Analyst,2,Pune,393552.0
Bajaj Allianz General Insurance Co,Data Analyst,2,Pune,492899.0
Tata Technologies,Data Analyst,2,Pune,780612.0
Valasys Media,Data Analyst,2,Pune,716000.0
Cognizant Technology Solutions,Data Analyst,2,Pune,103476.0
AppZen,Data Analyst,2,Pune,292968.0
John Deere,Data Analyst,2,Pune,984306.0
Deloitte,Data Analyst,2,Pune,920124.0
GiantView,Data Analyst,2,Pune,274704.0
HSBC Software Development India,Data Analyst,2,Pune,982170.0
IQVIA,Data Analyst,2,Pune,671997.0
Bajaj Finance,Data Analyst,2,Pune,1388485.0
BNY Mellon,Data Analyst,2,Pune,773916.0
Coupa Software Inc,Data Analyst,2,Pune,726953.0
Energy Exemplar,Data Analyst,2,Pune,1677629.0
Atos-Syntel,Data Analyst,2,Pune,249456.0
XYZ (Turkey),Data Analyst,2,Pune,1409604.0
Persistent Systems,Data Analyst,2,Pune,468499.0
Gallagher,Data Analyst,2,Pune,327228.0
SBT Research,Data Analyst,2,Pune,157824.0
InfoCepts,Data Analyst,2,Pune,622152.0
Landytech,Data Analyst,2,Pune,225000.0
Multibrands International,Data Analyst,2,Pune,607908.0
BNY Mellon,Data Analyst,2,Pune,559098.0
KPIT Technologies,Data Analyst,2,Pune,500112.0
Collabera,Data Analyst,2,Pune,462312.0
Sakon,Data Analyst,2,Pune,279036.0
Indiacom,Data Analyst,2,Pune,360168.0
JetSynthesys,Data Analyst,2,Pune,540737.0
Data Philics,Data Analyst,2,Pune,274848.0
Friends Union for Energising Lives (Fuel),Data Analyst,2,Pune,29520.0
SS Supply Chain Solutions,Data Analyst,2,Pune,658975.0
DONE by NONE,Data Analyst,2,Pune,250692.0
NVIDIA,Data Analyst,2,Pune,360468.0
AffinityX,Data Analyst,2,Pune,193764.0
Entercoms,Data Analyst,2,Pune,421223.0
BYJU'S,Data Analyst,2,Pune,472340.0
First Student,Data Analyst,2,Pune,277519.0
Knorex,Data Analyst,2,Pune,318228.0
XYZ,Data Analyst,2,Pune,730679.0
NA World Services,Data Analyst,2,Pune,378396.0
Sokrati,Data Analyst,2,Pune,123540.0
Rudder Analytics,Data Analyst,2,Pune,438266.0
Emcure Pharmaceuticals,Data Analyst,2,Pune,451392.0
MarketsandMarkets,Data Analyst,1,Pune,353141.0
Graco,Data Analyst,1,Pune,706283.0
TEJAS TECHNOLOGIES INC,Data Analyst,1,Pune,655834.0
Águas Guariroba,Data Analyst,1,Pune,666792.0
Microsoft,Data Analyst,1,Pune,1074883.0
Abhijeet Group,Data Analyst,1,Pune,222840.0
Smartek21,Data Analyst,1,Pune,429214.0
Kalitta Air,Data Analyst,1,Pune,206332.0
Accenture,Data Analyst,1,Pune,180000.0
NVIDIA,Data Analyst,1,Pune,406551.0
Progressive Infovision,Data Analyst,1,Pune,207368.0
Ample Softech System,Data Analyst,1,Pune,426756.0
Ziff Davis LLC,Data Analyst,1,Pune,521474.0
IIM Kozhikkode,Data Analyst,1,Pune,764702.0
Perennial,Data Analyst,1,Pune,193476.0
Irupar Sociedad Cooperativa,Data Analyst,1,Pune,604401.0
md,Data Analyst,1,Pune,134313.94
IBM,Data Analyst,1,Pune,1007334.0
TIAA,Data Analyst,1,Pune,1438333.0
Kisan Forum,Data Analyst,1,Pune,423155.0
EBC,Data Analyst,1,Pune,6431966.12
Allstate,Data Analyst,1,Pune,540810.0
GTT,Data Analyst,1,Pune,615475.0
Strata Decision Technology,Data Analyst,1,Pune,600676.0
Appberry,Data Analyst,1,Pune,257484.0
Fran Biz,Data Analyst,1,Pune,24120.0
Arya Risk Management Solutions,Data Analyst,1,Pune,406551.0
Avalara,Data Analyst,1,Pune,479956.0
Tiger Analytics,Data Analyst,1,Pune,859906.0
D.A.T.A.,Data Analyst,1,Pune,74400.0
Tecure Technology,Data Analyst,1,Pune,184929.0
Itouch Infotronics,Data Analyst,1,Pune,681045.0
DEUSTCHE,Data Analyst,1,Pune,1932460.0
TeamLease Staffing Solutions,Data Analyst,1,Pune,296664.0
Mahira Engineering,Data Analyst,1,Pune,205476.0
Mahendra’s Institute,Data Analyst,1,Pune,509801.0
KreditBee,Data Analyst,1,Pune,520597.0
Accenture,Data Analyst,1,Pune,216432.0
DataVinci Analytics Agency,Data Analyst,1,Pune,372948.0
Maestro Intellect,Data Analyst,1,Pune,191655.0
Ugam,Data Analyst,1,Pune,700000.0
Horizon Electric,Data Analyst,1,Pune,107064.0
Cotiviti,Data Analyst,1,Pune,873273.0
Global Market Insights,Data Analyst,1,Pune,211160.0
Infort Technology,Data Analyst,1,Pune,435192.0
MIT,Data Analyst,1,Pune,247596.0
Kerlan-Jobe Orthopaedic Clinic,Data Analyst,1,Pune,600000.0
Amadeus,Data Analyst,1,Pune,482340.0
Mass Technologies,Data Analyst,1,Pune,360000.0
PRGX Global,Data Analyst,1,Pune,508188.0
PhotoMath (CA),Data Analyst,1,Pune,361764.0
Lalit Roongta Group,Data Analyst,1,Pune,715584.0
Looking for Job,Data Analyst,1,Pune,644930.0
MIT World Peace University,Data Analyst,1,Pune,552686.0
Allianz,Data Analyst,1,Pune,369852.0
We Are Job Seekers,Data Analyst,1,Pune,369857.0
Prithvi Nath,Data Analyst,1,Pune,128988.0
Cubictree Technology Solutions,Data Analyst,1,Pune,386492.0
Magna Infotech,Data Analyst,1,Pune,414388.0
CSS Corporation,Data Analyst,1,Pune,73405.0
Endurance Technologies,Data Analyst,1,Pune,376209.0
Johnson Controls,Data Analyst,1,Pune,397707.0
Roverside,Data Analyst,1,Pune,686743.0
ABC,Data Analyst,1,Pune,160272.0
Diverse Lynx,Data Analyst,1,Pune,1074883.0
Xyster Consulting,Data Analyst,1,Pune,50905.0
Vereigen Media,Data Analyst,1,Pune,322464.0
ASD,Data Analyst,1,Pune,2363988.0
Michelin,Data Analyst,1,Pune,634621.0
Kurrajong and District Hospital Society,Data Analyst,1,Pune,706283.0
Yogesh and Jain,Data Analyst,1,Pune,200000.0
WebDirekt,Data Analyst,1,Pune,241760.0
Excelsior Research,Data Analyst,1,Pune,149208.0
Sunanda Speciality Coatings,Data Analyst,1,Pune,600487.0
Blue Planet Solutions,Data Analyst,1,Pune,252244.0
Northern Alberta Institute of Technology,Data Analyst,1,Pune,137652.0
GTL Limited,Data Analyst,1,Pune,637252.0
S2W Media,Data Analyst,1,Pune,564654.0
IDEA,Data Analyst,1,Pune,656800.0
Coditas,Data Analyst,1,Pune,454039.0
Tommy Hilfiger,Data Analyst,1,Pune,610860.0
Cummins,Data Analyst,1,Pune,782484.0
ADHOC Services,Data Analyst,1,Pune,563464.0
GGS Engineering Services,Data Analyst,1,Pune,282327.0
SG Analytics,Data Analyst,1,Pune,406551.0
Zendesk,Data Analyst,1,Pune,309492.0
Cosmos eSolutions & Services,Data Analyst,1,Pune,324419.0
Innovatus Technologies,Data Analyst,1,Pune,314292.0
Flash Electronics (India),Data Analyst,1,Pune,197256.0
Evolvus,Data Analyst,1,Pune,216827.0
Diacto Technologies,Data Analyst,1,Pune,251580.0
Tata Consultancy Services,Data Analyst,35,Hyderabad,500000.0
Deloitte,Data Analyst,29,Hyderabad,624783.0
Amazon,Data Analyst,25,Hyderabad,419297.0
Accenture,Data Analyst,23,Hyderabad,479366.0
Cognizant Technology Solutions,Data Analyst,22,Hyderabad,527930.0
Zen3 Info Solutions,Data Analyst,19,Hyderabad,297492.0
Tech Mahindra,Data Analyst,18,Hyderabad,400745.0
Infosys,Data Analyst,14,Hyderabad,495265.0
IBM,Data Analyst,12,Hyderabad,513986.0
Google,Data Analyst,11,Hyderabad,1532909.0
CAMP Systems,Data Analyst,9,Hyderabad,348156.0
GlobalData,Data Analyst,9,Hyderabad,363228.0
Optum,Data Analyst,9,Hyderabad,1273952.0
Capgemini,Data Analyst,9,Hyderabad,377686.0
GlobalLogic,Data Analyst,8,Hyderabad,242324.0
Microsoft,Data Analyst,7,Hyderabad,924643.0
Unifytech,Data Analyst,7,Hyderabad,223812.0
Kantar,Data Analyst,7,Hyderabad,407376.0
ICICI Bank,Data Analyst,7,Hyderabad,604401.0
Cyient,Data Analyst,7,Hyderabad,564107.0
Wipro,Data Analyst,7,Hyderabad,305881.0
ValueLabs,Data Analyst,7,Hyderabad,902901.0
Metrics4 Analytics,Data Analyst,6,Hyderabad,470717.0
UnitedHealth Group,Data Analyst,6,Hyderabad,1198941.0
Saras Analytics,Data Analyst,5,Hyderabad,703418.0
Teleperformance,Data Analyst,5,Hyderabad,186000.0
Dynata,Data Analyst,5,Hyderabad,388898.0
Verizon,Data Analyst,5,Hyderabad,976617.0
Serco Group,Data Analyst,5,Hyderabad,370764.0
Quadrant Resource,Data Analyst,5,Hyderabad,330132.0
Zeta Global,Data Analyst,5,Hyderabad,382351.0
Zen3 Infosolutions,Data Analyst,5,Hyderabad,500000.0
Optum Global Solutions,Data Analyst,5,Hyderabad,903446.0
Dell Technologies,Data Analyst,5,Hyderabad,1007334.0
ADP,Data Analyst,4,Hyderabad,640566.0
Oracle,Data Analyst,4,Hyderabad,1139417.0
S&P Global,Data Analyst,4,Hyderabad,658529.0
Wells Fargo,Data Analyst,4,Hyderabad,681356.0
Uber,Data Analyst,4,Hyderabad,662645.0
Novartis,Data Analyst,4,Hyderabad,914961.0
Fresher,Data Analyst,4,Hyderabad,360588.0
DataBeat,Data Analyst,4,Hyderabad,403524.0
Salesforce,Data Analyst,4,Hyderabad,1205626.0
PK,Data Analyst,4,Hyderabad,452137.0
Apex CoVantage,Data Analyst,3,Hyderabad,106392.0
MediaMint,Data Analyst,3,Hyderabad,366514.0
MetrixLab,Data Analyst,3,Hyderabad,437781.0
EMPLOYERS,Data Analyst,3,Hyderabad,300000.0
Genpact,Data Analyst,3,Hyderabad,338792.0
IMImobile,Data Analyst,3,Hyderabad,711350.0
Quantium,Data Analyst,3,Hyderabad,1072842.0
HitWicket,Data Analyst,3,Hyderabad,669115.0
AIR Worldwide,Data Analyst,3,Hyderabad,398975.0
Indian Political Action Committee,Data Analyst,3,Hyderabad,735354.0
Indium Software,Data Analyst,3,Hyderabad,743209.0
Ivy,Data Analyst,3,Hyderabad,967041.0
NTT DATA,Data Analyst,3,Hyderabad,508188.0
IHS Markit,Data Analyst,3,Hyderabad,509802.0
First Student,Data Analyst,3,Hyderabad,600000.0
Trianz,Data Analyst,3,Hyderabad,588637.0
Tata Steel,Data Analyst,2,Hyderabad,857580.0
Exusia,Data Analyst,2,Hyderabad,443020.0
Cotiviti,Data Analyst,2,Hyderabad,311470.0
Realshoppee Retail,Data Analyst,2,Hyderabad,503064.0
ICE Data Services,Data Analyst,2,Hyderabad,430475.0
CDK Global,Data Analyst,2,Hyderabad,1123734.0
Vodafone Idea,Data Analyst,2,Hyderabad,616488.0
[24]7.ai,Data Analyst,2,Hyderabad,2243796.0
Intercontinental Exchange,Data Analyst,2,Hyderabad,458425.0
Jayar Manufacturing,Data Analyst,2,Hyderabad,719166.0
ReferenceGlobe,Data Analyst,2,Hyderabad,180440.0
DuPont Sustainable Solutions,Data Analyst,2,Hyderabad,861090.0
Technical Data Analysis,Data Analyst,2,Hyderabad,360000.0
Amazon,Data Analyst,2,Hyderabad,998364.0
Wenable Technologies,Data Analyst,2,Hyderabad,625884.0
Parexel,Data Analyst,2,Hyderabad,519540.0
HSBC,Data Analyst,2,Hyderabad,606240.0
Franklin Templeton Investments,Data Analyst,2,Hyderabad,136137.0
BYJU'S,Data Analyst,2,Hyderabad,633866.0
HCL,Data Analyst,2,Hyderabad,900229.0
Yes Bank,Data Analyst,2,Hyderabad,338652.0
Cogent Data Solutions,Data Analyst,2,Hyderabad,286512.0
Solugenix Corporation,Data Analyst,2,Hyderabad,113208.0
Minvesta,Data Analyst,2,Hyderabad,283956.0
Virtusa,Data Analyst,2,Hyderabad,2265324.0
HCL Technologies,Data Analyst,2,Hyderabad,337236.0
Rajesh Motors,Data Analyst,2,Hyderabad,375807.0
SR Edu Solutions,Data Analyst,2,Hyderabad,220740.0
YES,Data Analyst,2,Hyderabad,209952.0
Freelancer,Data Analyst,2,Hyderabad,286452.0
DONE by NONE,Data Analyst,2,Hyderabad,732996.0
InsideView,Data Analyst,2,Hyderabad,876660.0
Next Education India,Data Analyst,2,Hyderabad,619752.0
First Student,Data Analyst,2,Hyderabad,2821536.0
DBS Bank,Data Analyst,2,Hyderabad,1138712.0
myPaisaa,Data Analyst,1,Hyderabad,180876.0
PrimEra Medical Technologies,Data Analyst,1,Hyderabad,508113.0
Strategic Alpha,Data Analyst,1,Hyderabad,515829.0
Hetero,Data Analyst,1,Hyderabad,245265.0
E-Prospects,Data Analyst,1,Hyderabad,772984.0
GigIndia,Data Analyst,1,Hyderabad,2237700.0
Sun Microsystems,Data Analyst,1,Hyderabad,338792.0
Appen,Data Analyst,1,Hyderabad,240000.0
La casa one,Data Analyst,1,Hyderabad,425520.0
VotaryTech,Data Analyst,1,Hyderabad,237117.0
Dr. Reddy's,Data Analyst,1,Hyderabad,336000.0
Harish Hathiwala,Data Analyst,1,Hyderabad,367898.0
Jaffar Engineering Works,Data Analyst,1,Hyderabad,1262223.0
Mindtree,Data Analyst,1,Hyderabad,242808.0
Amazon,Data Analyst,1,Hyderabad,435196.0
PokerStars,Data Analyst,1,Hyderabad,859906.0
Moonstone Infotech,Data Analyst,1,Hyderabad,807180.0
GOLDFINCH,Data Analyst,1,Hyderabad,402934.0
Ola,Data Analyst,1,Hyderabad,1182371.0
Innominds Software,Data Analyst,1,Hyderabad,542064.0
Snycon Software Solutions,Data Analyst,1,Hyderabad,468864.0
E-rachit Technologies,Data Analyst,1,Hyderabad,1210770.0
Orbit Technologies,Data Analyst,1,Hyderabad,10814.0
DataBeat,Data Analyst,1,Hyderabad,186480.0
Marten Transport,Data Analyst,1,Hyderabad,517757.0
Multiplier Solutions,Data Analyst,1,Hyderabad,281316.0
Novartis,Data Analyst,1,Hyderabad,629472.0
Vi,Data Analyst,1,Hyderabad,778606.0
Jai Raj Ispat,Data Analyst,1,Hyderabad,67764.0
STUDY Monitor Tech,Data Analyst,1,Hyderabad,232105.0
Goldman Sachs,Data Analyst,1,Hyderabad,455550.0
ABC,Data Analyst,1,Hyderabad,100000.0
Law In Order,Data Analyst,1,Hyderabad,483697.0
Object Technology Solutions India,Data Analyst,1,Hyderabad,363228.0
Lifetime Wellness Rx International Limited,Data Analyst,1,Hyderabad,451451.0
Informatica,Data Analyst,1,Hyderabad,521474.0
Byte Software Services,Data Analyst,1,Hyderabad,790515.0
Genpact,Data Analyst,1,Hyderabad,39009618.6
EE Technologies,Data Analyst,1,Hyderabad,540000.0
Nisum,Data Analyst,1,Hyderabad,67764.0
ETG International,Data Analyst,1,Hyderabad,268721.0
Wipro Technologies,Data Analyst,1,Hyderabad,24756.0
Innodatatics,Data Analyst,1,Hyderabad,400000.0
Netflix,Data Analyst,1,Hyderabad,1200000.0
Constant Contact,Data Analyst,1,Hyderabad,302693.0
ICICI Bank,Data Analyst,1,Hyderabad,1976461.0
D&B Technologies,Data Analyst,1,Hyderabad,700000.0
Kritha Convertors,Data Analyst,1,Hyderabad,537441.0
ZettaMine Labs,Data Analyst,1,Hyderabad,338792.0
Nagamani Hospital,Data Analyst,1,Hyderabad,540000.0
GMR Hyderabad International Airport,Data Analyst,1,Hyderabad,691840.0
Idol Soft,Data Analyst,1,Hyderabad,518419.0
Crown Holdings,Data Analyst,1,Hyderabad,752418.0
Sankalp Group,Data Analyst,1,Hyderabad,618995.0
Enrich IBS,Data Analyst,1,Hyderabad,3773676.0
DuPont,Data Analyst,1,Hyderabad,901815.0
Intelenet,Data Analyst,1,Hyderabad,196834.0
eHaat,Data Analyst,1,Hyderabad,338792.0
Vidal Healthcare,Data Analyst,1,Hyderabad,241176.0
Astegic,Data Analyst,1,Hyderabad,1134824.0
Unify,Data Analyst,1,Hyderabad,443472.0
HSBC,Data Analyst,1,Hyderabad,1468099.0
James Hardie,Data Analyst,1,Hyderabad,290315.0
Soul Of Anime Toystore,Data Analyst,1,Hyderabad,537441.0
Amazon Flex,Data Analyst,1,Hyderabad,464246.0
Thomson Reuters,Data Analyst,1,Hyderabad,288048.0
HighRadius,Data Analyst,1,Hyderabad,169512.0
TEKsystems,Data Analyst,1,Hyderabad,522547.0
Nassau Re,Data Analyst,1,Hyderabad,3773676.0
OYO,Data Analyst,1,Hyderabad,120000.0
Petpal,Data Analyst,1,Hyderabad,147156.0
American Airlines,Data Analyst,1,Hyderabad,302196.0
exceedsoft,Data Analyst,1,Hyderabad,203280.0
Nexii IT Labs,Data Analyst,1,Hyderabad,419651.0
AnyTimeLoan.in,Data Analyst,1,Hyderabad,354720.0
Bourntec Solutions,Data Analyst,1,Hyderabad,416478.0
Fresher,Data Analyst,1,Hyderabad,252244.0
Jobminar,Data Analyst,1,Hyderabad,302200.0
Ardem,Data Analyst,1,Hyderabad,219912.0
Virtusa,Data Analyst,1,Hyderabad,221675.0
Ushta Te Consultancy Services LLP,Data Analyst,1,Hyderabad,310791.0
Tata Consultancy Services,Data Analyst,1,Hyderabad,544848.0
Berkadia,Data Analyst,1,Hyderabad,207194.0
Samsara,Data Analyst,1,Hyderabad,451723.0
Polaris FT,Data Analyst,1,Hyderabad,644153.0
Aria Tech IT Solutions,Data Analyst,1,Hyderabad,602928.0
Capgemini Invent,Data Analyst,1,Hyderabad,565059.0
Menukuri chakradhar reddy,Data Analyst,1,Hyderabad,381856.0
Idfy,Data Analyst,1,Hyderabad,602930.0
ABCDEF,Data Analyst,1,Hyderabad,490531.0
WNS,Data Analyst,1,Hyderabad,513120.0
Invergence Analytics,Data Analyst,1,Hyderabad,677584.0
Datasite,Data Analyst,1,Hyderabad,725180.0
PowerBI Consulting,Data Analyst,1,Hyderabad,300000.0
Cognizant Technology Solutions,Data Analyst,1,Hyderabad,616428.0
Saksham Innovations,Data Analyst,1,Hyderabad,156000.0
Indigen Technologies,Data Analyst,1,Hyderabad,500000.0
TeacherActive,Data Analyst,1,Hyderabad,377364.0
Fountane,Data Analyst,1,Hyderabad,147156.0
GlobalLogic,Data Analyst,86,New Delhi,230043.0
Tata Consultancy Services,Data Analyst,49,New Delhi,591185.0
Accenture,Data Analyst,28,New Delhi,602557.0
HCL Technologies,Data Analyst,26,New Delhi,414214.0
EXL Service,Data Analyst,24,New Delhi,635113.0
Innovaccer,Data Analyst,23,New Delhi,790515.0
The Smart Cube,Data Analyst,20,New Delhi,711651.0
Axtria,Data Analyst,20,New Delhi,670089.0
EY,Data Analyst,17,New Delhi,500434.0
Optum,Data Analyst,17,New Delhi,960000.0
Absolutdata,Data Analyst,17,New Delhi,594768.0
American Express,Data Analyst,15,New Delhi,1134824.0
OYO,Data Analyst,15,New Delhi,601029.0
IBM,Data Analyst,15,New Delhi,521474.0
Ericsson-Worldwide,Data Analyst,15,New Delhi,449332.0
Cognizant Technology Solutions,Data Analyst,14,New Delhi,456591.0
Genpact,Data Analyst,14,New Delhi,525749.0
Wipro,Data Analyst,14,New Delhi,593140.0
Bharti Airtel,Data Analyst,13,New Delhi,484519.0
Amazon,Data Analyst,12,New Delhi,566735.0
Capgemini,Data Analyst,12,New Delhi,401435.0
Paytm,Data Analyst,12,New Delhi,602693.0
Tech Mahindra,Data Analyst,11,New Delhi,340679.0
Fresher,Data Analyst,11,New Delhi,402934.0
ZS Associates,Data Analyst,11,New Delhi,712674.0
NTT DATA,Data Analyst,11,New Delhi,502442.0
LiquidHub,Data Analyst,10,New Delhi,351668.0
UnitedHealth Group,Data Analyst,9,New Delhi,928492.0
Aon,Data Analyst,9,New Delhi,397330.0
Snapdeal,Data Analyst,9,New Delhi,1019603.0
Google,Data Analyst,9,New Delhi,386958.0
AXA XL,Data Analyst,8,New Delhi,731213.0
WNS,Data Analyst,8,New Delhi,726809.0
American Express,Data Analyst,8,New Delhi,1070976.0
KPMG,Data Analyst,8,New Delhi,509210.0
Mercer,Data Analyst,8,New Delhi,400410.0
Publicis Sapient,Data Analyst,7,New Delhi,680894.0
Denave,Data Analyst,7,New Delhi,417179.0
Deloitte,Data Analyst,7,New Delhi,429953.0
McKinsey & Company,Data Analyst,7,New Delhi,1401954.0
BT,Data Analyst,7,New Delhi,524564.0
Decision Point,Data Analyst,7,New Delhi,616428.0
Saarthee,Data Analyst,7,New Delhi,621583.0
Collegedunia,Data Analyst,7,New Delhi,261907.0
IHS Markit,Data Analyst,7,New Delhi,621583.0
ABC,Data Analyst,6,New Delhi,538846.0
MedTourEasy,Data Analyst,6,New Delhi,311449.0
b3Intelligence,Data Analyst,6,New Delhi,394920.0
Fresher,Data Analyst,6,New Delhi,302400.0
Fiserv,Data Analyst,6,New Delhi,1324095.0
DXC Technology,Data Analyst,6,New Delhi,545756.0
Competent Software,Data Analyst,6,New Delhi,185388.0
Freelancer,Data Analyst,6,New Delhi,520272.0
Optum Global Solutions,Data Analyst,6,New Delhi,1218012.0
TransOrg Analytics,Data Analyst,6,New Delhi,664286.0
Toluna,Data Analyst,6,New Delhi,544387.0
Concentrix,Data Analyst,6,New Delhi,438924.0
TO THE NEW,Data Analyst,5,New Delhi,309194.0
R1 RCM,Data Analyst,5,New Delhi,537613.0
EasyRewardz,Data Analyst,5,New Delhi,484238.0
Better.com,Data Analyst,5,New Delhi,1177000.0
Times Internet,Data Analyst,5,New Delhi,602930.0
McKinsey Knowledge Center,Data Analyst,5,New Delhi,1541071.0
Palin Analytics,Data Analyst,5,New Delhi,498630.0
Nokia,Data Analyst,5,New Delhi,363231.0
Encore Capital Group,Data Analyst,5,New Delhi,677584.0
Nagarro,Data Analyst,5,New Delhi,1119076.0
Annik Technology Services,Data Analyst,5,New Delhi,280296.0
QL2,Data Analyst,5,New Delhi,246108.0
Infosys,Data Analyst,5,New Delhi,1130085.0
Dell Technologies,Data Analyst,5,New Delhi,602930.0
DecisionTree Analytics & Services,Data Analyst,5,New Delhi,594543.0
Polestar Solutions & Services India,Data Analyst,4,New Delhi,604847.0
Gartner,Data Analyst,4,New Delhi,865056.0
Home Credit India,Data Analyst,4,New Delhi,363048.0
Citi,Data Analyst,4,New Delhi,600558.0
Value Edge Research Services,Data Analyst,4,New Delhi,802080.0
Ameriprise,Data Analyst,4,New Delhi,778493.0
Teleperformance,Data Analyst,4,New Delhi,654510.0
Fractal,Data Analyst,4,New Delhi,878070.0
GALYTIX,Data Analyst,4,New Delhi,623148.0
Team Computers,Data Analyst,4,New Delhi,293232.0
